title,abstract,journal,date,authors,doi,category,search_query,source
Brain Functional Connectivity and Inhibitory Control in Tourette Syndrome with and without Comorbid Attention-Deficit/Hyperactivity Disorder.,"Tourette syndrome (TS) is often comorbid with attention-deficit/hyperactivity disorder (ADHD) and is associated with inhibitory control deficits. However, the differences in whole-brain functional connectivity (FC) between TS with and without ADHD and their neural basis for inhibitory control remain unclear. This study examines FC differences between these groups and their association with inhibitory control.
We recruited 52 children with TS (30 pure TS, 22 TS+ADHD) from Beijing Children's Hospital. Resting-state functional magnetic resonance imaging was used to construct individual FC networks, and inhibitory control was assessed using the Go/No-Go task. Group differences in whole-brain FC were analyzed using the network-based statistic (NBS) approach, which identifies connected subnetworks showing significant differences between groups while controlling for multiple comparisons. Multivariate linear regression models examined associations between FC and inhibitory control, adjusting for ADHD comorbidity.
Compared to the pure TS group, the TS+ADHD group showed decreased FC involving the default mode, somatomotor, and limbic networks. In both groups, inhibitory control had a positive correlation with FCs, predominantly involving the default mode, frontoparietal, somatomotor and attention networks. There were no significant group differences in FC related to inhibitory control.
Although differences in FC were observed between the TS and TS+ADHD groups, both groups exhibited similar FC associated with inhibitory control. These findings highlight the neural impact of ADHD in TS and provide insights for future clinical interventions.","Revista brasileira de psiquiatria (Sao Paulo, Brazil : 1999)",2025-10-05,"['WenyanZhang', 'XianbinWang', 'ZhongyiLiu', 'AnyiZhang', 'HongnaLi', 'QingZhao', 'ZhongliangJiang', 'JiruiWang', 'KaiYang', 'WeiweiMen', 'XuHong', 'TianyuanLei', 'YonghuaCui']",10.47626/1516-4446-2025-4350,tourette_syndrome,tourette syndrome,pubmed
Dopamine in Tourette syndrome: a 30-year bibliometric analysis of hotspot evolution.,"Tourette syndrome (TS), a neurodevelopmental disorder, requires attention to the physical and psychological impacts of tics and associated comorbidities. Researchers are making efforts to clarify the pathophysiology of TS and develop effective treatments amidst its rising global prevalence. This study aimed to retrieve publications discussing TS in the context of the dopaminergic system from 1994 to 2023, summarize previous research, and analyze the general information and hotspots to provide references for future research and clinical applications.
Literature was filtered from the Web of Science Core Collection. Excel, CiteSpace, VOSviewer, and Scimago Graphica were used to analyze and visualize the results.
A total of 482 related publications were included in the study. The United States has consistently led in research output, and Yale University demonstrates excellence in workload, impact, and collaboration. Harvey S. Singer has the highest number of publications. The hotspots include comorbidities, dopaminergic Components, candidate genes, and deep brain stimulation.
The analysis reveals that the understanding of TS is gradually evolving towards neuronal and genetic mechanisms. Concurrently, deep brain stimulation is being investigated as a treatment for refractory TS. These findings suggest a need for more in-depth research to produce higher-level evidence.",Frontiers in neurology,2025-10-03,"['QianLiu', 'ZhiyaoZhu', 'FeiLuo', 'YaliDing', 'YuanyuanWang', 'ChangjiangZhao', 'BinYuan']",10.3389/fneur.2025.1589842,tourette_syndrome,tourette syndrome,pubmed
The clinical features and initial pharmacotherapeutic options of children with Tic disorders.,"Tic disorders (TD) are common childhood neurodevelopmental conditions, characterized by diverse manifestations, leading to misdiagnosis and delayed therapy. Timely identification of TD and access to care can improve clinical outcomes. This retrospective study characterizes clinical features and initial pharmacotherapy in newly diagnosed pediatric TD.
This retrospective cohort study included 805 newly diagnosed pediatric TD patients. Tic severity was assessed using the Yale Global Tic Severity Scale (YGTSS), with patients stratified into mild (YGTSS scores < 25), moderate (25-50), and severe (>50) groups. Chi-square tests/Fisher-exact tests and Wilcoxon rank-sum tests compared group differences in baseline characteristics. Multivariate analyses identified factors associated with tic severity, and logistic regression analyses identified predictors of pharmacotherapy initiation.
In 805 subjects, 73.43%, 11.18% and 15.39% were classified into provisional tic disorder, chronic tic disorder, and Tourette syndrome (TS). The prevalence of comorbid attention-deficit/hyperactivity disorder (ADHD) was higher in moderate (21.45%) and severe (36.36%) groups than in the mild group (15.60%). The diagnosis of Tourette syndrome (aOR = 1.40, 95% CI: 1.23-160.31), age at onset (aOR = 1.63, 95% CI: 1.22-2.18), and age at diagnosis (aOR = 1.63, 95% CI: 1.22-2.17), comorbid ADHD (aOR = 7.12, 95% CI: 1.39-36.43) were positively associated with greater tic severity. Clonidine patch (CAP) and traditional Chinese medicine (TCM) were the most common choices initial pharmacotherapy in newly diagnosed pediatric TD. Scores of YGTSS, comorbid ADHD predicted treatment initiation.
This study contributed insights into the clinical profiles across tic severity and pharmacotherapeutic approaches in newly diagnosed pediatric TD. The findings highlighted the independent associations between baseline factors and tic severity, as well as the predictors of pharmacotherapy initiation. CAP and TCM served as the most common choices in newly diagnosed pediatric TD.",Frontiers in pediatrics,2025-10-03,"['YuxinXiang', 'ChangTong', 'DanSun', 'ZhishengLiu']",10.3389/fped.2025.1636110,tourette_syndrome,tourette syndrome,pubmed
[Tics: How and when to treat them?].,"The management of tics requires a multimodal approach, combining pharmacological and non-pharmacological treatments, tailored to each patient according to the severity of the tics, their impact on quality of life, associated comorbidities, and the patient's preferences. In recent years, new drugs with promising results have been investigated, as well as surgical techniques such as deep brain stimulation, which has shown efficacy in refractory cases and in those with debilitating symptoms. However, more controlled and long-term studies are needed to confirm the efficacy and safety of these therapeutic options in different clinical contexts.
El manejo de los tics requiere un enfoque multimodal, combinando tratamientos farmacológicos y no farmacológicos, adaptados a cada paciente según la gravedad de los tics, su impacto en la calidad de vida, las comorbilidades asociadas y las preferencias del paciente. En los últimos años, se han investigado nuevos fármacos con resultados prometedores, así como técnicas quirúrgicas como la estimulación cerebral profunda, que ha mostrado eficacia en casos refractarios y en aquellos con síntomas incapacitantes. Sin embargo, se necesitan más estudios controlados y a largo plazo para confirmar la eficacia y seguridad de estas opciones terapéuticas en diferentes contextos clínicos.",Medicina,2025-10-02,"['DanielaMuñoz-Chesta', 'MónicaTroncoso-Schifferli']",,tourette_syndrome,tourette syndrome,pubmed
Assessment of Glymphatic System Function in Children with Tourette Syndrome Using DTI-ALPS.,"This study aimed to evaluate glymphatic system function in children with Tourette syndrome (TS) using diffusion tensor image analysis along the perivascular space (DTI-ALPS), and explored its potential role in TS pathophysiology.
Seventy-six children with TS and eighty-two age- and sex-matched typically developing (TD) controls underwent DTI scans. Glymphatic function was quantified using the ALPS index, derived from atlas-based regions of interest in the superior corona radiata and superior longitudinal fasciculus. We examined associations between the left ALPS index (ALPS_L) and clinical measures, including tic severity (Yale Global Tic Severity Scale, YGTSS) and quality of life (Gilles de la Tourette Syndrome Quality of Life Scale, GTS-QOL). Mediation analysis assessed whether tic severity mediated the relationship between ALPS_L and GTS-QOL subscales.
The ALPS_L was significantly reduced in the TS group compared to the TD group (P < 0.05). The ALPS_L showed significant negative correlations with YGTSS motor tic (r = -0.850, P < 0.001), total tic (r = -0.702, P < 0.001), and global tic severity (r = -0.629, P < 0.001). It was also negatively correlated with the physical/ADL (r = -0.265, P = 0.020) and obsessive-compulsive (r = -0.380, P < 0.001) subscales of GTS-QOL. Motor tic severity partially mediated the relationship between the ALPS_L and physical/ADL scores (β = -0.037, 95% CI: [-0.060, -0.015]).
Children with TS exhibit altered glymphatic function, associated with tic severity and impaired quality of life. These findings suggest glymphatic dysfunction may underlie TS-related neurobiological abnormalities.",Biological psychiatry. Cognitive neuroscience and neuroimaging,2025-10-02,"['JiruiWang', 'TianyuanLei', 'XianbinWang', 'WenyanZhang', 'ZhongyiLiu', 'AnyiZhang', 'WeiweiMen', 'GuojunZhang', 'XuHong', 'YonghuaCui']",10.1016/j.bpsc.2025.09.017,tourette_syndrome,tourette syndrome,pubmed
Effects and mechanisms of vitamins A and D on behavior associated with Tourette syndrome in rats.,"Tourette syndrome (TS) is a complex neurodevelopmental disorder involving genetic, neurotransmission, immune, and gut-brain axis mechanisms that cause persistent motor and vocal tics. Current treatments mainly include drugs (for example, neuroleptics), but the treatment strategies are often unsatisfactory. Retinoic acid, derived from vitamin A, plays a role in TS, as children with this condition often exhibit reduced serum levels of retinoic acid and 25-hydroxyvitamin D. Supplementing with either nutrient has been shown to alleviate tic severity and frequency. In this study, we aim to explore the therapeutic effects and possible mechanisms of vitamins A and D in TS.
3,3-Iminodipropionitrile (IDPN) was used to induce acute TS-like symptoms in rats via striatal dopamine dysregulation. Then vitamins A (3 mg/kg/d) and D (10ug/kg/d) were continuously administered by gavage for 8 weeks. Stereotyped and head twitching behavior tests were then performed. High-performance liquid chromatography was used to determine serum levels of 25-OH-D3, calcium, phosphorus, and alkaline phosphatase in rats. The composition of intestinal flora was analyzed using 16S rRNA gene sequencing, and striatum metabolites were detected by untargeted metabolomics.
The experimental results showed that the tic phenotype of TS rats was significantly relieved after 8 weeks of vitamin A and D treatment (
This study shows that vitamin A and D supplementation can significantly alleviate the tic phenotype of TS rats, which demonstrates an association between vitamin A/D-induced gut flora alterations and neurotransmitter changes. Further research is needed to establish direct causal relationships in the gut-brain axis pathway.",Frontiers in nutrition,2025-10-01,"['Li-NaLi', 'YingXu', 'Xiang-JunHe', 'Wen-XinZhang', 'Hui-FengZhang', 'LiSong', 'Hai-ShuiShi', 'Xiao-YuTian', 'XueYan']",10.3389/fnut.2025.1561693,tourette_syndrome,tourette syndrome,pubmed
"Vagus Nerve Stimulation in Movement Disorders, from Principles to a Systematic Review of Evidence.","The vagus nerve (VN), the principal component of the parasympathetic branch of the autonomic nervous system (ANS), mediates bidirec communication between the central nervous system (CNS) and peripheral organs. Vagus nerve stimulation (VNS), delivered through invasive (iVNS) or non-invasive (transcutaneous cervical [tcVNS] and transcutaneous auricular [taVNS]), exerts multimodal effects on multiple circuits and neurotransmitters, and is currently under investigation in movement disorders.
This systematic review evaluates the therapeutic potential of VNS in movement disorders (MDs), with a focus on Parkinson's disease (PD), parkinsonism, tremor and essential tremor (ET), cervical dystonia (CD), and Tourette's syndrome (TS).
A systematic search of PubMed, Web of Science, and Scopus was conducted for studies published between 2020 and 2025, following Preferred Reporting Items for Systematic Reviews and Meta-Analyses 2020 guidelines.
Thirty-two studies met the inclusion criteria: 22 on PD or parkinsonism (14 clinical and 8 preclinical on PD, 1 clinical on multisystem atrophy), 6 on tremor and ET (4 clinical, 2 preclinical), 2 clinical studies on CD, and 1 clinical study on TS. Across conditions, VNS was reported to improve motor and non-motor, enhance synaptic plasticity, modulate neurotransmitter activity relevant to MDs (GABA, norepinephrine, dopamine, and acetylcholine), and reduce neuroinflammation.
Current evidence supports the multimodal effect of VNS in MDs, particularly in PD, where the most consistent benefits were observed. Non-invasive taVNS represents a promising, safer alternative to iVNS. Larger randomized controlled trials with standardized protocols are needed to validate efficacy, optimize stimulation parameters, and determine long-term clinical and biological impact. © 2025 The Author(s). Movement Disorders published by Wiley Periodicals LLC on behalf of International Parkinson and Movement Disorder Society.",Movement disorders : official journal of the Movement Disorder Society,2025-09-30,"['FrancescaProietti', 'Matteo MariaOttaviani', 'ElisabettaBurchi', 'GiorgioVivacqua', 'GaiaAnzini', 'Riccardo AntonioRicciuti', 'FioravanteCapone', 'Vaughan GMacefield', 'VincenzoDi Lazzaro', 'MassimoMarano']",10.1002/mds.70044,tourette_syndrome,tourette syndrome,pubmed
Changpu Yujin Tang mitigates tourette syndrome by enhancing mitophagy and suppressing NLRP3 inflammasome-mediated pyroptosis.,"Changpu Yujin Tang (CPYJT) is an effective Chinese herbal compound for treating Tourette syndrome (TS). However, its precise molecular mechanisms remain to be fully elucidated.
105 SD rats were randomly divided into the Control (n = 15) and the TS (n = 90) groups. The TS group was induced by intraperitoneal injection of 3,3'-iminodipropionitrile. After successful modeling, the TS group was further divided into 6 subgroups (n = 15 in each group): the Model group, the Tiapride group, the CPYJT group, the Rapamycin (RAPA) group, the 3-methyladenine (3-MA) group, and the CPYJT +3-MA group, and were treated with the corresponding drugs for 4 weeks.
Compared with the Control group, rats in the Model group showed increased stereotyped and motor behaviors, damage to striatal neuronal cells and mitochondrial ultrastructure, decreased PINK1/Parkin-mediated mitophagy, and activation of NLRP3 inflammasome. CPYJT reduced stereotyped and motor behaviors, attenuated neuronal cell damage, and repaired mitochondrial pathology in the TS rats. Furthermore, both CPYJT and RAPA enhanced PINK1/Parkin-mediated mitophagy, eliminated ROS accumulation, and inhibited NLRP3 inflammasome activation. Notably, CPYJT counteracted 3-MA's inhibitory effect on PINK1/Parkin-mediated mitophagy, thereby suppressing NLRP3 inflammasome activation and pyroptosis.
CPYJT inhibits NLRP3 inflammasome activation and reduces pyroptosis by enhancing PINK1/Parkin-mediated mitophagy and attenuating ROS accumulation, which in turn ameliorates TS.",Immunobiology,2025-09-28,"['ShuangHuang', 'LiweiHuang', 'MengxueLi', 'MingyangSun', 'KexinSun', 'XingWei', 'BingJiang', 'YuezhenHe', 'FuchunXue', 'LvGao', 'ManqiLu', 'JingShang', 'ZhenggangShi']",10.1016/j.imbio.2025.153118,tourette_syndrome,tourette syndrome,pubmed
Exploring Applications of Transcranial Magnetic Stimulation in Child and Adolescent Psychiatry: A Narrative Review.,,Journal of clinical medicine,2025-09-27,"['OmarEl-Shahawy', 'MonaSalehi', 'MahdiehSaeidi', 'SanobarJaka', 'JuliaLopez', 'PegahYakhchalian', 'MohsenAbbasi-Kangevari', 'SasidharGunturu']",10.3390/jcm14186513,tourette_syndrome,tourette syndrome,pubmed
From Pharmacological Treatment to Neuromodulation: A Comprehensive Approach to Managing Gilles de la Tourette Syndrome.,"Gilles de la Tourette syndrome (GTS) is a neurodevelopmental disorder characterized by motor and phonic tics, often including attention deficit, hyperactivity, and obsessive-compulsive behaviours. The pathophysiology involves the dysfunction of cortico-striato-thalamo-cortical circuits, primarily implicating dopaminergic hyperactivity, but also involving multiple different neurotransmitter systems. Treatment of GTS is complex, highly individualized, and influenced by considerable variability in symptom presentation. Behavioural approaches, such as Habit Reversal Therapy (HRT), play a key role, especially in milder cases. Pharmacological therapy is largely empirical and varies across countries, influenced by drug availability and the perceived risks of certain classes of drugs, particularly dopamine receptor blocking agents. Drug options for managing tics include dopamine receptor antagonists, monoamine depleting agents, and alpha-2 agonists, all of which require close monitoring for metabolic, cardiovascular, and neurological side effects. Botulinum toxin injections represent an effective solution for focal tics that are resistant to systemic treatments. Cannabinoids and antiepileptics have limited efficacy, yet they may still offer relevant therapeutic potential in selected cases. Serotonergic drugs are useful for treating obsessive-compulsive symptoms. For patients with refractory tics, deep brain stimulation (DBS) represents an intervention of last-resort; however, DBS remains off-label and consensus on optimal targets is lacking. This narrative review draws on both the relevant literature and extensive personal clinical experience to explore the complexities of managing GTS, with a focus on evidence-based treatments for tics and associated neuropsychiatric symptoms. A therapeutic algorithm is proposed, emphasizing a ""start low, go slow"" approach, combining pharmacological interventions with cognitive behavioural and surgical therapies, when needed. We underscore the importance of tailoring treatments to individual patient profiles and symptom variability over time, highlighting the need for further research in GTS management.",International journal of molecular sciences,2025-09-27,"['EdoardoMonfrini', 'ChristianSaleh', 'DomenicoServello', 'PhillipJaszczuk', 'MauroPorta']",10.3390/ijms26188831,tourette_syndrome,tourette syndrome,pubmed
Spinocerebellar ataxias masquerading as movement disorders: clinical and genetic characterization.,"Spinocerebellar ataxias (SCAs) exhibit substantial clinical and genetic heterogeneity. SCAs primarily present with progressive ataxia as the cardinal clinical feature. However, they may co-occur with non-ataxic motor symptoms, including various movement disorders. Notably, certain SCA subtypes may present with movement disorders as their primary manifestation. This phenotypic complexity poses significant diagnostic challenges, particularly in distinguishing SCAs from other neurodegenerative conditions with overlapping presentations.
This study enrolled 35 probands initially diagnosed with movement disorders. Participants were stratified into hypokinetic movement disorders and hyperkinetic movement disorders groups. After excluding known genetic causes of movement disorders through targeted next-generation sequencing (NGS) panel, negative cases received SCA repeat expansion testing. Genetically confirmed SCA cases received comprehensive clinical-genetic characterization.
Four SCA cases were identified in the hypokinetic movement disorders group (
We characterized a novel clinical constellation in an SCA8-associated familial parkinsonism pedigree: Parkinson's disease -like phenotype with spastic paraplegia and levodopa responsive parkinsonism with dystonia. We report the first documented occurrence of Tourette syndrome in the pre-ataxic stage of SCA3, though it is more likely a coincidental comorbidity independent of SCA3 progression. Furthermore, our findings indicate that SCA subtypes presenting with movement disorder-dominant phenotypes are likely underestimated in clinical practice.",Frontiers in neurology,2025-09-26,"['ShanshanWei', 'ZheZhao', 'NanLi', 'XuanGuo', 'JiannanChen', 'JingHu']",10.3389/fneur.2025.1661707,tourette_syndrome,tourette syndrome,pubmed
Neuropsychiatric symptoms in siblings of children with Tourette syndrome in the EMTICS study.,"Tourette syndrome (TS) is associated with neuropsychiatric comorbidities, such as autism spectrum disorder (ASD), attention-deficit/hyperactivity disorder (ADHD) and oppositional defiant disorder (ODD). Even though comorbidities are the main source of impairment in individuals with TS, family aggregation between TS and other neuropsychiatric disorders has been little explored. We therefore investigated associations of tic severity in probands with symptoms of ASD, ADHD, and ODD in their siblings and the influence of tic severity, age, and sex.
The sample of the present study stems from the European Multicenter Tics in Children Study (EMTICS), a longitudinal observational study, with the present subsample of 196 probands with TS and their 220 full siblings (54.1% girls). We analyzed associations of probands' tic severity with ASD, ADHD, and ODD symptoms in their siblings using generalized linear mixed-effect negative binomial regression models.
Higher tic severity in probands was associated with higher scores of ASD symptoms in their siblings (IRR = 1.48, 95% confidence interval [95% CI] 1.03-2.12, 
This multicenter study demonstrated a link between probands' current tic severity and siblings' neuropsychiatric symptoms. Our study suggests a familial link between TS and ASD-like symptoms, competencies as well as sex-specific associations with ADHD and ODD symptoms in female siblings. The current study sheds light on a broader family tendency and highlights the need for targeted prevention in this vulnerable population. Our findings, however, call for further studies to better understand the genetic and environmental aggregation of influences between individuals with TS, ADHD, and ODD and their siblings.",JCPP advances,2025-09-22,"['OlgaSidiropoulou', 'JenniferGlaus', 'JulieHagstrøm', 'SetarehRanjbar', 'RenataRizzo', 'NoneNone', 'Pieter JHoekstra', 'AndreaDietrich', 'Kerstin JPlessen']",10.1002/jcv2.12277,tourette_syndrome,tourette syndrome,pubmed
The CM-aGPi Network in the Generation of Tics in Tourette Syndrome.,"Tourette syndrome (TS) is a neurodevelopmental disorder characterized by intermittent involuntary, repetitive movements and vocalizations collectively referred to as tics. For participants with severe tics who are resistant to medication and behavioral therapy, deep brain stimulation (DBS) has emerged as a potential treatment. Suboptimal animal models and shortcomings in anatomical imaging have collectively hindered progress in understanding the neurophysiological basis of human tic generation.
This study investigates the mechanisms underlying tic generation across two DBS targets with simultaneous recordings-the centromedian thalamus (CM) and anterior globus pallidus internus (aGPi)-and their interactions.
Six participants with TS underwent bilateral implantation of four total CM and aGPi leads connected to two adaptive neurostimulators. Preoperative magnetic resonance imaging (MRI) and postoperative computed tomography (CT) scans localized lead and contact locations in CM and aGPi. Neural signals were recorded over nine consecutive monthly visits, encompassing both tic and symptom-free states. No stimulation was applied during the recordings.
Recordings from both human CM and aGPi revealed increased low-frequency (<20 Hz) power during both motor and vocal tics. The pallido-thalamic coherence in the pathological 1-10 Hz band was significantly greater during tics than in symptom-free states. The phase difference between the two nuclei was reduced during tics, with higher internuclear phase differences observed in the left hemisphere.
These findings reveal distinct neural dynamics in the basal ganglia-thalamus network during tic generation, providing insight into the pathophysiology underlying human TS. © 2025 The Author(s). Movement Disorders published by Wiley Periodicals LLC on behalf of International Parkinson and Movement Disorder Society.",Movement disorders : official journal of the Movement Disorder Society,2025-09-22,"['GraceLowor', 'JuliethGomez', 'MatthewHook', 'ChrisButson', 'KellyFoote', 'Michael SOkun', 'AysegulGunduz']",10.1002/mds.70043,tourette_syndrome,tourette syndrome,pubmed
